"VendorID","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","RatecodeID","store_and_fwd_flag","PULocationID","DOLocationID","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","Airport_fee","cbd_congestion_fee","trip_duration_min","pickup_date","pickup_hour"
"1","2025-01-01T00:27:40.000Z","2025-01-01T00:59:30.000Z","1","0.0","1","N","168","76","1","50.5","0.0","0.5","0.0","6.94","1.0","58.94","0.0","0.0","0.0","31.833333333333332","2025-01-01","0"
"2","2025-01-01T00:44:03.000Z","2025-01-01T00:46:24.000Z","1","0.06","1","N","237","141","4","4.4","1.0","0.5","0.0","0.0","1.0","9.4","2.5","0.0","0.0","2.35","2025-01-01","0"
"1","2025-01-01T00:43:22.000Z","2025-01-01T00:46:18.000Z","1","0.0","5","N","48","48","1","5.0","0.0","0.0","3.0","0.0","1.0","9.0","0.0","0.0","0.0","2.933333333333333","2025-01-01","0"
"1","2025-01-01T00:14:57.000Z","2025-01-01T00:17:44.000Z","1","0.0","1","N","79","79","3","3.0","3.5","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","2.783333333333333","2025-01-01","0"
"2","2025-01-01T00:45:50.000Z","2025-01-01T00:48:40.000Z","3","0.02","5","N","107","79","1","24.7","1.0","0.5","0.01","0.0","1.0","29.71","2.5","0.0","0.0","2.8333333333333335","2025-01-01","0"
"1","2025-01-01T00:34:58.000Z","2025-01-01T01:09:03.000Z","1","0.0","99","N","78","139","1","53.5","0.0","0.5","0.0","6.94","1.0","61.94","0.0","0.0","0.0","34.083333333333336","2025-01-01","0"
"1","2025-01-01T00:22:03.000Z","2025-01-01T00:24:00.000Z","1","0.0","1","N","237","237","1","3.7","3.5","0.5","1.7","0.0","1.0","10.4","2.5","0.0","0.0","1.95","2025-01-01","0"
"1","2025-01-01T00:37:13.000Z","2025-01-01T01:26:20.000Z","1","0.0","99","N","49","247","1","40.5","0.0","0.5","0.0","0.0","1.0","42.0","0.0","0.0","0.0","49.11666666666667","2025-01-01","0"
"2","2025-01-01T00:08:22.000Z","2025-01-01T00:10:16.000Z","2","0.03","1","N","138","138","4","3.7","6.0","0.5","0.0","0.0","1.0","12.95","0.0","1.75","0.0","1.9","2025-01-01","0"
"2","2025-01-01T00:49:36.000Z","2025-01-01T00:54:30.000Z","1","0.06","1","N","186","68","1","5.8","1.0","0.5","2.16","0.0","1.0","12.96","2.5","0.0","0.0","4.9","2025-01-01","0"
"2","2025-01-01T00:13:46.000Z","2025-01-01T00:29:45.000Z","2","0.0","1","N","234","231","1","13.5","1.0","0.5","3.7","0.0","1.0","22.2","2.5","0.0","0.0","15.983333333333333","2025-01-01","0"
"2","2025-01-01T00:32:18.000Z","2025-01-01T00:39:23.000Z","2","0.0","1","N","231","158","1","7.2","1.0","0.5","1.0","0.0","1.0","13.2","2.5","0.0","0.0","7.083333333333333","2025-01-01","0"
"2","2025-01-01T00:45:42.000Z","2025-01-01T01:23:00.000Z","3","0.0","1","N","158","262","1","28.9","1.0","0.5","3.0","0.0","1.0","36.9","2.5","0.0","0.0","37.3","2025-01-01","0"
"2","2025-01-01T00:39:18.000Z","2025-01-01T00:45:02.000Z","3","0.0","1","N","137","164","1","6.5","1.0","0.5","0.0","0.0","1.0","11.5","2.5","0.0","0.0","5.733333333333333","2025-01-01","0"
"2","2025-01-01T00:44:59.000Z","2025-01-01T00:46:11.000Z","1","0.05","1","N","234","234","2","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.2","2025-01-01","0"
"2","2025-01-01T00:08:42.000Z","2025-01-01T00:12:35.000Z","1","0.04","1","N","186","186","3","5.1","1.0","0.5","0.0","0.0","1.0","10.1","2.5","0.0","0.0","3.8833333333333333","2025-01-01","0"
"1","2025-01-01T00:56:53.000Z","2025-01-01T00:58:12.000Z","1","0.0","5","N","74","74","1","83.0","0.0","0.0","16.8","0.0","1.0","100.8","0.0","0.0","0.0","1.3166666666666667","2025-01-01","0"
"1","2025-01-01T00:21:48.000Z","2025-01-01T00:54:50.000Z","1","0.0","99","N","145","35","1","44.5","0.0","0.5","0.0","0.0","1.0","46.0","0.0","0.0","0.0","33.03333333333333","2025-01-01","0"
"2","2025-01-01T00:29:30.000Z","2025-01-01T00:31:41.000Z","1","0.09","1","N","48","50","2","4.4","1.0","0.5","0.0","0.0","1.0","9.4","2.5","0.0","0.0","2.183333333333333","2025-01-01","0"
"1","2025-01-01T00:26:11.000Z","2025-01-01T00:39:12.000Z","1","0.0","1","N","249","249","4","3.0","3.5","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","13.016666666666667","2025-01-01","0"
"2","2025-01-01T00:06:49.000Z","2025-01-01T00:08:09.000Z","1","0.01","1","N","186","164","4","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.3333333333333333","2025-01-01","0"
"2","2025-01-01T00:04:17.000Z","2025-01-01T00:06:03.000Z","1","0.04","1","N","164","186","3","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.7666666666666666","2025-01-01","0"
"2","2025-01-01T00:08:35.000Z","2025-01-01T00:33:24.000Z","1","0.0","1","N","166","248","2","19.8","1.0","0.5","0.0","0.0","1.0","24.8","2.5","0.0","0.0","24.816666666666666","2025-01-01","0"
"2","2025-01-01T00:12:34.000Z","2025-01-01T00:40:44.000Z","1","0.0","1","N","132","119","2","22.6","1.0","0.5","0.0","6.94","1.0","33.79","0.0","1.75","0.0","28.166666666666668","2025-01-01","0"
"1","2025-01-01T00:30:13.000Z","2025-01-01T00:38:47.000Z","2","0.0","1","N","186","186","1","8.6","3.5","0.5","2.7","0.0","1.0","16.3","2.5","0.0","0.0","8.566666666666666","2025-01-01","0"
"1","2025-01-01T00:03:54.000Z","2025-01-01T00:53:57.000Z","1","0.0","5","N","132","48","1","83.0","0.0","0.0","5.0","0.0","1.0","89.0","0.0","0.0","0.0","50.05","2025-01-01","0"
"2","2025-01-01T00:57:56.000Z","2025-01-01T00:59:28.000Z","1","0.0","1","N","186","186","2","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.5333333333333334","2025-01-01","0"
"1","2025-01-01T01:45:33.000Z","2025-01-01T02:16:36.000Z","1","0.0","99","N","42","205","1","48.5","0.0","0.5","0.0","6.94","1.0","56.94","0.0","0.0","0.0","31.05","2025-01-01","1"
"2","2025-01-01T01:09:47.000Z","2025-01-01T01:11:47.000Z","1","0.07","1","N","163","163","2","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","2.0","2025-01-01","1"
"1","2025-01-01T01:54:00.000Z","2025-01-01T02:00:00.000Z","1","0.0","1","N","233","137","3","3.0","3.5","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","6.0","2025-01-01","1"
"1","2025-01-01T01:34:16.000Z","2025-01-01T01:36:21.000Z","1","0.0","1","N","161","161","2","3.7","3.5","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","2.0833333333333335","2025-01-01","1"
"2","2025-01-01T01:54:47.000Z","2025-01-01T01:57:59.000Z","2","0.05","1","N","161","161","2","5.1","1.0","0.5","0.0","0.0","1.0","10.1","2.5","0.0","0.0","3.2","2025-01-01","1"
"2","2025-01-01T01:39:44.000Z","2025-01-01T01:41:38.000Z","2","0.09","1","N","170","162","2","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.9","2025-01-01","1"
"2","2025-01-01T01:15:59.000Z","2025-01-01T01:17:02.000Z","1","0.0","1","N","114","114","2","3.0","1.0","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","1.05","2025-01-01","1"
"1","2025-01-01T01:35:05.000Z","2025-01-01T02:03:42.000Z","1","0.0","1","N","158","61","2","20.5","3.5","0.5","0.0","0.0","1.0","25.5","2.5","0.0","0.0","28.616666666666667","2025-01-01","1"
"2","2025-01-01T01:22:59.000Z","2025-01-01T01:24:12.000Z","1","0.02","1","N","161","161","2","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.2166666666666666","2025-01-01","1"
"2","2025-01-01T01:32:12.000Z","2025-01-01T01:37:04.000Z","3","0.09","1","N","161","170","1","5.8","1.0","0.5","2.16","0.0","1.0","12.96","2.5","0.0","0.0","4.866666666666666","2025-01-01","1"
"2","2025-01-01T01:27:22.000Z","2025-01-01T01:53:33.000Z","2","0.0","1","N","262","249","1","21.2","1.0","0.5","6.55","0.0","1.0","32.75","2.5","0.0","0.0","26.183333333333334","2025-01-01","1"
"2","2025-01-01T01:35:13.000Z","2025-01-01T01:54:03.000Z","1","0.0","1","N","100","164","2","15.6","1.0","0.5","0.0","0.0","1.0","20.6","2.5","0.0","0.0","18.833333333333332","2025-01-01","1"
"2","2025-01-01T01:55:16.000Z","2025-01-01T02:06:35.000Z","1","0.0","1","N","164","162","1","10.7","1.0","0.5","3.92","0.0","1.0","19.62","2.5","0.0","0.0","11.316666666666666","2025-01-01","1"
"2","2025-01-01T01:57:57.000Z","2025-01-01T01:59:00.000Z","4","0.0","1","N","114","114","4","3.0","1.0","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","1.05","2025-01-01","1"
"1","2025-01-01T01:35:32.000Z","2025-01-01T01:36:40.000Z","1","0.0","1","N","146","7","4","3.0","1.0","0.5","0.0","0.0","1.0","5.5","0.0","0.0","0.0","1.1333333333333333","2025-01-01","1"
"2","2025-01-01T01:42:30.000Z","2025-01-01T01:45:31.000Z","1","0.03","1","N","186","186","2","4.4","1.0","0.5","0.0","0.0","1.0","9.4","2.5","0.0","0.0","3.0166666666666666","2025-01-01","1"
"1","2025-01-01T01:04:01.000Z","2025-01-01T03:33:22.000Z","2","133.3","5","N","68","265","1","350.0","0.0","0.0","0.0","29.88","1.0","380.88","0.0","0.0","0.0","149.35","2025-01-01","1"
"1","2025-01-01T01:50:48.000Z","2025-01-01T02:07:23.000Z","1","0.0","1","N","132","216","3","3.0","2.75","0.5","0.0","0.0","1.0","7.25","0.0","1.75","0.0","16.583333333333332","2025-01-01","1"
"2","2025-01-01T01:37:05.000Z","2025-01-01T01:38:09.000Z","2","0.06","1","N","162","162","4","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.0666666666666667","2025-01-01","1"
"2","2025-01-01T01:40:06.000Z","2025-01-01T01:42:23.000Z","1","0.0","1","N","148","148","1","4.4","1.0","0.5","1.88","0.0","1.0","11.28","2.5","0.0","0.0","2.283333333333333","2025-01-01","1"
"2","2025-01-01T01:12:04.000Z","2025-01-01T01:13:14.000Z","1","0.0","5","N","50","50","1","20.0","0.0","0.0","0.0","0.0","1.0","23.5","2.5","0.0","0.0","1.1666666666666667","2025-01-01","1"
"1","2025-01-01T01:12:57.000Z","2025-01-01T02:04:40.000Z","1","0.0","99","N","177","50","1","35.5","0.0","0.5","0.0","6.94","1.0","43.94","0.0","0.0","0.0","51.71666666666667","2025-01-01","1"
"2","2025-01-01T01:46:13.000Z","2025-01-01T01:47:26.000Z","2","0.01","1","N","263","263","4","3.0","1.0","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","1.2166666666666666","2025-01-01","1"
"1","2025-01-01T01:04:14.000Z","2025-01-01T01:08:53.000Z","2","0.0","5","N","107","107","1","14.0","0.0","0.0","0.0","0.0","1.0","15.0","0.0","0.0","0.0","4.65","2025-01-01","1"
"2","2025-01-01T01:40:00.000Z","2025-01-01T01:43:17.000Z","1","0.03","1","N","234","234","2","5.1","1.0","0.5","0.0","0.0","1.0","10.1","2.5","0.0","0.0","3.283333333333333","2025-01-01","1"
"2","2025-01-01T01:11:06.000Z","2025-01-01T01:27:34.000Z","1","0.0","1","N","151","243","1","14.2","1.0","0.5","4.17","0.0","1.0","20.87","0.0","0.0","0.0","16.466666666666665","2025-01-01","1"
"2","2025-01-01T01:48:51.000Z","2025-01-01T02:00:15.000Z","1","0.0","1","N","116","151","1","10.7","1.0","0.5","2.64","0.0","1.0","15.84","0.0","0.0","0.0","11.4","2025-01-01","1"
"2","2025-01-01T01:59:38.000Z","2025-01-01T02:17:12.000Z","1","0.0","1","N","127","200","2","14.9","1.0","0.5","0.0","0.0","1.0","19.9","2.5","0.0","0.0","17.566666666666666","2025-01-01","1"
"1","2025-01-01T01:15:43.000Z","2025-01-01T01:16:56.000Z","1","0.0","1","N","143","143","4","24.22","0.0","0.0","0.0","0.0","0.0","24.22","0.0","0.0","0.0","1.2166666666666666","2025-01-01","1"
"1","2025-01-01T01:35:21.000Z","2025-01-01T01:36:27.000Z","1","0.0","1","N","211","211","4","3.7","3.5","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.1","2025-01-01","1"
"1","2025-01-01T01:21:03.000Z","2025-01-01T01:22:33.000Z","1","0.0","5","N","255","256","1","84.0","0.0","0.0","0.0","0.0","1.0","85.0","0.0","0.0","0.0","1.5","2025-01-01","1"
"2","2025-01-01T01:17:39.000Z","2025-01-01T01:19:31.000Z","2","0.01","1","N","164","164","2","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.8666666666666667","2025-01-01","1"
"2","2025-01-01T01:24:26.000Z","2025-01-01T01:45:34.000Z","1","0.0","1","N","162","234","1","27.64","0.0","0.5","0.0","0.0","1.0","29.14","0.0","0.0","0.0","21.133333333333333","2025-01-01","1"
"1","2025-01-01T01:23:17.000Z","2025-01-01T01:25:03.000Z","1","0.0","5","N","236","236","3","10.99","0.0","0.0","0.0","0.0","1.0","11.99","0.0","0.0","0.0","1.7666666666666666","2025-01-01","1"
"2","2025-01-01T01:20:37.000Z","2025-01-01T01:21:39.000Z","1","0.08","1","N","87","87","4","3.0","1.0","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","1.0333333333333334","2025-01-01","1"
"2","2025-01-01T01:40:06.000Z","2025-01-01T01:41:29.000Z","1","0.01","1","N","164","234","4","3.7","1.0","0.5","0.0","0.0","1.0","11.2","2.5","0.0","0.0","1.3833333333333333","2025-01-01","1"
"1","2025-01-01T01:58:47.000Z","2025-01-01T02:04:20.000Z","1","0.0","5","N","265","265","1","222.0","0.0","0.0","0.0","13.38","1.0","236.38","0.0","0.0","0.0","5.55","2025-01-01","1"
"1","2025-01-01T02:31:58.000Z","2025-01-01T02:35:42.000Z","1","0.0","5","N","80","80","1","65.0","0.0","0.0","0.0","0.0","1.0","66.0","0.0","0.0","0.0","3.7333333333333334","2025-01-01","2"
"1","2025-01-01T02:52:43.000Z","2025-01-01T02:57:07.000Z","1","0.0","1","N","233","233","2","5.8","3.5","0.5","0.0","0.0","1.0","10.8","2.5","0.0","0.0","4.4","2025-01-01","2"
"1","2025-01-01T02:16:18.000Z","2025-01-01T02:20:52.000Z","1","0.0","1","N","229","229","4","3.0","3.5","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","4.566666666666666","2025-01-01","2"
"2","2025-01-01T02:31:49.000Z","2025-01-01T02:35:19.000Z","1","0.08","1","N","246","50","4","5.1","1.0","0.5","0.0","0.0","1.0","10.1","2.5","0.0","0.0","3.5","2025-01-01","2"
"1","2025-01-01T02:38:32.000Z","2025-01-01T02:51:04.000Z","1","0.0","1","N","170","236","1","9.3","3.5","0.5","3.0","0.0","1.0","17.3","2.5","0.0","0.0","12.533333333333333","2025-01-01","2"
"1","2025-01-01T02:07:37.000Z","2025-01-01T02:39:07.000Z","1","0.0","1","N","95","68","1","33.5","0.0","0.5","0.0","6.94","1.0","41.94","0.0","0.0","0.0","31.5","2025-01-01","2"
"1","2025-01-01T02:41:43.000Z","2025-01-01T02:43:22.000Z","1","0.0","1","N","144","144","1","3.7","3.5","0.5","1.7","0.0","1.0","10.4","2.5","0.0","0.0","1.65","2025-01-01","2"
"2","2025-01-01T02:44:48.000Z","2025-01-01T02:48:26.000Z","1","0.02","1","N","209","87","1","5.1","1.0","0.5","2.02","0.0","1.0","12.12","2.5","0.0","0.0","3.6333333333333333","2025-01-01","2"
"2","2025-01-01T02:41:21.000Z","2025-01-01T02:51:45.000Z","1","0.0","5","N","246","246","1","56.0","0.0","0.0","0.0","0.0","1.0","59.5","2.5","0.0","0.0","10.4","2025-01-01","2"
"1","2025-01-01T02:13:53.000Z","2025-01-01T02:15:18.000Z","1","0.0","1","N","68","68","4","3.0","3.5","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","1.4166666666666667","2025-01-01","2"
"2","2025-01-01T02:02:33.000Z","2025-01-01T02:33:02.000Z","1","0.0","1","N","90","48","1","24.0","1.0","0.5","8.7","0.0","1.0","37.7","2.5","0.0","0.0","30.483333333333334","2025-01-01","2"
"2","2025-01-01T02:53:30.000Z","2025-01-01T02:56:50.000Z","1","0.0","1","N","158","90","1","5.1","1.0","0.5","2.02","0.0","1.0","12.12","2.5","0.0","0.0","3.3333333333333335","2025-01-01","2"
"2","2025-01-01T02:59:15.000Z","2025-01-01T03:08:45.000Z","1","0.0","1","N","90","107","1","9.3","1.0","0.5","1.0","0.0","1.0","15.3","2.5","0.0","0.0","9.5","2025-01-01","2"
"2","2025-01-01T02:12:47.000Z","2025-01-01T02:21:51.000Z","1","0.0","1","N","229","79","1","9.3","1.0","0.5","2.86","0.0","1.0","17.16","2.5","0.0","0.0","9.066666666666666","2025-01-01","2"
"2","2025-01-01T02:30:55.000Z","2025-01-01T02:44:49.000Z","1","0.0","1","N","79","233","1","12.1","1.0","0.5","3.42","0.0","1.0","20.52","2.5","0.0","0.0","13.9","2025-01-01","2"
"2","2025-01-01T02:02:48.000Z","2025-01-01T02:12:42.000Z","1","0.0","1","N","43","262","1","9.3","1.0","0.5","1.7","0.0","1.0","16.0","2.5","0.0","0.0","9.9","2025-01-01","2"
"2","2025-01-01T02:15:28.000Z","2025-01-01T02:27:42.000Z","2","0.0","1","N","263","142","1","11.4","1.0","0.5","3.28","0.0","1.0","19.68","2.5","0.0","0.0","12.233333333333333","2025-01-01","2"
"1","2025-01-01T02:10:41.000Z","2025-01-01T02:33:09.000Z","1","0.0","1","N","41","81","1","37.5","0.0","0.5","0.0","0.0","1.0","39.0","0.0","0.0","0.0","22.466666666666665","2025-01-01","2"
"2","2025-01-01T02:19:42.000Z","2025-01-01T02:46:27.000Z","1","0.0","99","N","234","234","2","0.0","0.0","0.5","0.0","0.0","1.0","4.0","2.5","0.0","0.0","26.75","2025-01-01","2"
"2","2025-01-01T02:32:33.000Z","2025-01-01T02:50:36.000Z","1","0.0","1","N","48","152","1","15.6","1.0","0.5","5.15","0.0","1.0","25.75","2.5","0.0","0.0","18.05","2025-01-01","2"
"2","2025-01-01T02:44:56.000Z","2025-01-01T02:48:06.000Z","2","0.0","1","N","49","49","4","5.1","1.0","0.5","0.0","0.0","1.0","7.6","0.0","0.0","0.0","3.1666666666666665","2025-01-01","2"
"1","2025-01-01T02:25:58.000Z","2025-01-01T02:45:40.000Z","1","0.0","99","N","41","50","1","25.5","0.0","0.5","0.0","0.0","1.0","27.0","0.0","0.0","0.0","19.7","2025-01-01","2"
"1","2025-01-01T02:28:08.000Z","2025-01-01T02:29:22.000Z","1","0.0","5","N","48","48","1","45.0","0.0","0.0","9.2","0.0","1.0","55.2","0.0","0.0","0.0","1.2333333333333334","2025-01-01","2"
"2","2025-01-01T01:45:54.000Z","2025-01-01T01:47:06.000Z","1","0.08","5","N","249","68","1","16.0","0.0","0.5","1.0","0.0","1.0","21.0","2.5","0.0","0.0","1.2","2025-01-01","1"
"2","2025-01-01T02:39:47.000Z","2025-01-01T02:40:51.000Z","2","0.06","2","N","249","114","3","70.0","0.0","0.5","0.0","0.0","1.0","74.0","2.5","0.0","0.0","1.0666666666666667","2025-01-01","2"
"2","2025-01-01T02:24:29.000Z","2025-01-01T02:28:16.000Z","1","0.01","1","N","48","48","3","5.1","1.0","0.5","0.0","0.0","1.0","10.1","2.5","0.0","0.0","3.783333333333333","2025-01-01","2"
"2","2025-01-01T02:29:53.000Z","2025-01-01T02:31:17.000Z","1","0.04","1","N","170","170","2","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.4","2025-01-01","2"
"2","2025-01-01T02:28:42.000Z","2025-01-01T02:36:05.000Z","1","0.0","1","N","238","239","1","7.9","1.0","0.5","1.94","0.0","1.0","14.84","2.5","0.0","0.0","7.383333333333334","2025-01-01","2"
"2","2025-01-01T02:26:39.000Z","2025-01-01T02:28:42.000Z","1","0.06","1","N","107","79","3","4.4","1.0","0.5","0.0","0.0","1.0","9.4","2.5","0.0","0.0","2.05","2025-01-01","2"
"2","2025-01-01T02:28:09.000Z","2025-01-01T02:29:54.000Z","3","0.0","1","N","107","107","1","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.75","2025-01-01","2"
"2","2025-01-01T02:15:01.000Z","2025-01-01T02:16:28.000Z","1","0.02","1","N","50","50","4","3.0","1.0","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","1.45","2025-01-01","2"
"1","2025-01-01T03:19:06.000Z","2025-01-01T03:20:18.000Z","1","0.0","5","N","88","88","1","65.0","0.0","0.0","16.5","0.0","1.0","82.5","0.0","0.0","0.0","1.2","2025-01-01","3"
"1","2025-01-01T03:58:52.000Z","2025-01-01T04:01:31.000Z","1","0.0","1","N","249","249","2","4.4","3.5","0.5","0.0","0.0","1.0","9.4","2.5","0.0","0.0","2.65","2025-01-01","3"
"1","2025-01-01T03:19:10.000Z","2025-01-01T03:27:26.000Z","1","0.0","1","N","79","186","3","3.0","3.5","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","8.266666666666667","2025-01-01","3"
"2","2025-01-01T03:17:30.000Z","2025-01-01T03:21:07.000Z","1","0.0","5","N","79","79","1","56.0","0.0","0.5","0.0","0.0","1.0","60.0","2.5","0.0","0.0","3.6166666666666667","2025-01-01","3"
"1","2025-01-01T03:39:10.000Z","2025-01-01T03:40:24.000Z","1","0.0","1","N","158","158","3","3.0","3.5","0.5","0.0","0.0","1.0","8.0","2.5","0.0","0.0","1.2333333333333334","2025-01-01","3"
"2","2025-01-01T03:54:36.000Z","2025-01-01T03:56:54.000Z","4","0.02","5","N","138","138","1","110.0","5.0","0.0","9.0","0.0","1.0","126.75","0.0","1.75","0.0","2.3","2025-01-01","3"
"1","2025-01-01T03:32:57.000Z","2025-01-01T03:35:09.000Z","4","0.0","1","N","148","148","2","4.4","3.5","0.5","0.0","0.0","1.0","9.4","2.5","0.0","0.0","2.2","2025-01-01","3"
"2","2025-01-01T03:57:31.000Z","2025-01-01T03:58:48.000Z","1","0.0","1","N","79","79","4","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.2833333333333334","2025-01-01","3"
"2","2025-01-01T03:03:35.000Z","2025-01-01T03:08:51.000Z","1","0.0","1","N","48","68","2","6.5","1.0","0.5","0.0","0.0","1.0","11.5","2.5","0.0","0.0","5.266666666666667","2025-01-01","3"
"2","2025-01-01T03:15:45.000Z","2025-01-01T03:26:27.000Z","2","0.0","1","N","48","230","1","10.0","1.0","0.5","5.0","0.0","1.0","20.0","2.5","0.0","0.0","10.7","2025-01-01","3"
"2","2025-01-01T03:55:33.000Z","2025-01-01T04:05:24.000Z","1","0.0","1","N","41","42","2","9.3","1.0","0.5","0.0","0.0","1.0","11.8","0.0","0.0","0.0","9.85","2025-01-01","3"
"2","2025-01-01T03:37:42.000Z","2025-01-01T03:53:10.000Z","1","0.0","1","N","158","233","2","12.8","1.0","0.5","0.0","0.0","1.0","17.8","2.5","0.0","0.0","15.466666666666667","2025-01-01","3"
"2","2025-01-01T03:16:06.000Z","2025-01-01T03:26:08.000Z","1","0.0","1","N","148","137","1","9.3","1.0","0.5","2.86","0.0","1.0","17.16","2.5","0.0","0.0","10.033333333333333","2025-01-01","3"
"2","2025-01-01T03:46:42.000Z","2025-01-01T03:55:46.000Z","1","0.0","1","N","148","249","1","9.3","1.0","0.5","2.86","0.0","1.0","17.16","2.5","0.0","0.0","9.066666666666666","2025-01-01","3"
"1","2025-01-01T03:41:02.000Z","2025-01-01T03:43:12.000Z","1","0.0","1","N","231","231","2","4.4","3.5","0.5","0.0","0.0","1.0","9.4","2.5","0.0","0.0","2.1666666666666665","2025-01-01","3"
"2","2025-01-01T03:25:00.000Z","2025-01-01T03:26:08.000Z","2","0.05","5","N","68","68","1","60.0","0.0","0.0","0.0","0.0","1.0","63.5","2.5","0.0","0.0","1.1333333333333333","2025-01-01","3"
"2","2025-01-01T03:44:43.000Z","2025-01-01T03:46:05.000Z","1","0.0","1","N","163","163","4","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.3666666666666667","2025-01-01","3"
"2","2025-01-01T03:56:45.000Z","2025-01-01T04:00:55.000Z","1","0.03","1","N","230","230","2","5.8","1.0","0.5","0.0","0.0","1.0","10.8","2.5","0.0","0.0","4.166666666666667","2025-01-01","3"
"2","2025-01-01T03:02:10.000Z","2025-01-01T03:03:53.000Z","1","0.0","1","N","230","230","2","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.7166666666666666","2025-01-01","3"
"1","2025-01-01T03:58:21.000Z","2025-01-01T04:01:24.000Z","1","0.0","5","N","255","255","1","30.0","0.0","0.0","7.75","0.0","1.0","38.75","0.0","0.0","0.0","3.05","2025-01-01","3"
"1","2025-01-01T03:47:38.000Z","2025-01-01T03:48:59.000Z","1","0.0","5","N","170","137","1","13.0","0.0","0.0","2.8","0.0","1.0","16.8","0.0","0.0","0.0","1.35","2025-01-01","3"
"1","2025-01-01T03:19:25.000Z","2025-01-01T03:21:38.000Z","1","0.0","5","N","261","87","1","30.0","0.0","0.0","20.0","0.0","1.0","51.0","0.0","0.0","0.0","2.216666666666667","2025-01-01","3"
"2","2025-01-01T03:18:28.000Z","2025-01-01T03:25:44.000Z","1","0.0","1","N","114","107","1","7.9","1.0","0.5","2.58","0.0","1.0","15.48","2.5","0.0","0.0","7.266666666666667","2025-01-01","3"
"2","2025-01-01T03:41:22.000Z","2025-01-01T03:45:42.000Z","1","0.0","1","N","170","107","2","5.8","1.0","0.5","0.0","0.0","1.0","10.8","2.5","0.0","0.0","4.333333333333333","2025-01-01","3"
"2","2025-01-01T03:54:21.000Z","2025-01-01T04:04:56.000Z","1","0.0","1","N","144","13","1","10.0","1.0","0.5","3.75","0.0","1.0","18.75","2.5","0.0","0.0","10.583333333333334","2025-01-01","3"
"2","2025-01-01T03:51:42.000Z","2025-01-01T03:57:07.000Z","2","0.0","1","N","244","244","1","6.5","1.0","0.5","0.0","0.0","1.0","11.5","2.5","0.0","0.0","5.416666666666667","2025-01-01","3"
"2","2025-01-01T03:20:45.000Z","2025-01-01T03:23:23.000Z","1","0.0","1","N","79","79","2","4.4","1.0","0.5","0.0","0.0","1.0","9.4","2.5","0.0","0.0","2.6333333333333333","2025-01-01","3"
"2","2025-01-01T03:25:13.000Z","2025-01-01T03:27:21.000Z","1","0.05","1","N","137","170","4","4.4","1.0","0.5","0.0","0.0","1.0","9.4","2.5","0.0","0.0","2.1333333333333333","2025-01-01","3"
"2","2025-01-01T03:53:35.000Z","2025-01-01T03:55:01.000Z","1","0.03","1","N","68","68","2","3.7","1.0","0.5","0.0","0.0","1.0","8.7","2.5","0.0","0.0","1.4333333333333333","2025-01-01","3"
"1","2025-01-01T03:29:34.000Z","2025-01-01T03:30:59.000Z","1","0.0","5","N","186","186","4","30.0","0.0","0.0","0.0","0.0","1.0","31.0","0.0","0.0","0.0","1.4166666666666667","2025-01-01","3"
